244,443,91
245,729,82
246,990,52
247,815,23
248,369,93
249,963,77
250,355,83
251,392,18
252,494,35
253,504,70
254,958,9
255,83,107
256,357,78
257,15,89
258,444,26
259,459,101
260,633,12
261,997,12
262,698,11
263,679,34
264,623,15
265,430,16
266,568,80
267,79,100
268,672,45
269,558,12
270,342,74
271,88,53
272,91,81
273,473,20
274,8,89
275,221,92
276,288,55
277,503,57
278,196,72
279,747,25
280,773,52
281,764,49
282,594,102
283,373,15
284,332,40
285,656,60
286,778,82
287,299,34
288,712,47
289,684,30
290,848,88
291,792,62
292,809,91
293,562,17
294,408,105
295,799,55
296,634,51
297,445,46
298,769,27
299,910,53
300,338,46
301,884,62
302,302,96
303,409,29
304,928,61
305,438,8
306,704,9
307,158,82
308,824,77
309,328,46
310,779,84
311,638,63
312,543,64
313,938,15
314,591,106
315,197,94
316,8,45
317,307,15
318,462,74
319,329,24
320,588,83
321,752,82
322,67,17
323,916,68
324,788,53
325,248,75
326,448,108
327,181,12
328,177,9
329,757,79
330,27,28
331,314,95
332,867,16
333,121,6
334,280,66
335,906,102
336,105,58
337,387,33
338,444,7
339,292,42
340,321,97
341,689,34
342,908,66
343,629,83
344,526,68
345,353,96
346,14,42
347,854,9
348,507,7
349,149,73
350,740,62
351,198,107
352,198,93
353,373,80
354,433,60
355,41,83
356,521,33
357,568,15
358,412,7
359,13,81
360,906,46
361,740,36
362,994,99
363,1,81
364,149,88
365,907,72
366,251,31
367,898,85
368,756,81
369,910,92
370,181,26
371,761,52
372,370,6
373,879,106
374,504,18
375,976,63
376,813,19
377,216,72
378,914,104
379,315,86
380,586,36
381,277,12
382,208,41
383,538,60
384,991,49
385,574,47
386,647,94
387,582,103
388,71,70
389,34,88
390,410,101
391,137,82
392,406,6
393,832,7
394,753,12
395,103,64
396,147,50
397,740,55
398,479,19
399,40,12
400,183,68
401,211,7
402,347,104
403,182,62
404,201,110
405,72,89
406,128,90
407,15,12
408,547,75
409,37,36
410,739,15
411,564,20
412,26,71
413,874,58
414,921,96
415,448,68
416,293,37
417,79,106
418,89,66
419,610,107
420,451,46
421,510,46
422,995,52
423,392,92
424,141,61
425,602,68
426,335,56
427,819,34
428,112,108
429,884,94
430,718,99
431,221,89
432,493,85
433,164,106
434,469,102
435,351,42
436,210,73
437,71,5
438,165,19
439,682,79
440,178,46
441,194,103
442,942,83
443,800,73
444,558,110
445,901,69
446,687,78
447,233,69
448,753,68
449,316,63
450,513,44
451,92,68
452,60,26
453,506,82
454,184,73
455,509,75
456,150,36
457,497,88
458,430,84
459,452,71
460,967,15
461,836,50
462,36,34
463,892,102
464,368,42
465,613,41
466,25,62
467,372,59
468,313,75
469,863,85
470,886,20
471,800,88
472,268,61
473,176,97
474,38,107
475,583,91
476,686,91
477,453,104
478,651,13
479,948,40
480,968,107
481,837,7
482,822,75
483,464,19
484,204,88
485,511,93
486,573,94
487,834,6
488,230,66
489,475,104
490,608,40
491,448,29
492,40,52
493,184,110
494,96,59
495,548,33
496,50,110
497,757,95
498,82,55
499,773,63
500,43,105
501,199,66
502,471,61
503,68,29
504,627,55
505,829,6
506,147,90
507,168,35
508,422,68
509,137,13
510,115,19
511,214,61
512,756,108
513,367,20
514,341,17
515,39,96
516,657,48
517,299,102
518,586,11
519,346,104
520,455,36
521,666,91
522,369,15
523,954,73
524,51,67
525,617,56
526,518,95
527,138,92
528,283,79
529,93,48
530,867,59
531,220,37
532,667,93
533,66,102
534,894,57
535,302,31
536,463,22
537,93,73
538,263,5
539,749,13
540,340,83
541,9,83
542,500,35
543,90,68
544,92,62
545,856,5
546,284,61
547,295,102
548,836,5
549,124,101
550,749,94
551,412,44
552,101,48
553,798,101
554,732,61
555,110,91
556,148,31
557,946,15
558,181,20
559,674,77
560,961,104
561,253,103
562,442,107
563,427,82
564,839,83
565,866,77
566,473,39
567,139,41
568,696,36
569,924,46
570,272,88
571,923,55
572,186,34
573,219,81
574,482,59
575,266,93
576,283,68
577,776,100
578,951,44
579,720,48
580,917,99
581,199,25
582,998,63
583,708,58
584,460,100
585,806,41
586,499,58
587,7,101
588,494,107
589,250,66
590,254,12
591,90,36
592,889,5
593,843,57
594,767,63
595,836,11
596,876,20
597,999,97
598,716,69
599,122,28
600,268,107
601,409,64
602,656,53
603,766,88
604,135,29
605,489,86
606,685,52
607,196,80
608,332,23
609,155,17
610,55,84
611,410,57
612,76,64
613,768,81
614,588,53
615,480,92
616,83,29
617,121,66
618,472,97
619,151,47
620,44,20
621,6,30
622,208,103
623,1,84
624,444,70
625,332,102
626,242,75
627,765,6
628,847,106
629,517,79
630,326,35
631,645,61
632,649,69
633,659,18
634,400,12
635,971,38
636,141,28
637,519,56
638,799,85
639,256,48
640,812,102
641,462,106
642,411,84
643,920,11
644,105,31
645,860,81
646,987,71
647,221,70
648,973,13
649,42,20
650,687,96
651,766,62
652,88,75
653,190,93
654,314,24
655,337,93
656,995,105
657,77,24
658,973,20
659,136,99
660,855,15
661,124,23
662,711,94
663,33,108
664,293,16
665,599,67
666,384,86
667,17,12
668,842,85
669,735,56
670,597,95
671,797,82
672,10,53
673,223,7
674,320,47
675,932,28
676,702,44
677,636,48
678,52,110
679,6,15
680,783,93
681,420,5
682,506,24
683,738,15
684,925,99
685,743,24
686,686,5
687,997,64
688,325,89
689,69,81
690,663,62
691,356,83
692,702,47
693,265,23
694,574,48
695,866,37
696,292,31
697,398,79
698,962,52
699,10,25
700,823,105
701,106,11
702,922,28
703,204,90
704,242,100
705,747,17
706,388,63
707,915,50
708,260,82
709,91,55
710,481,45
711,739,77
712,713,37
713,447,44
714,746,66
715,780,11
716,470,72
717,351,110
718,80,29
719,753,41
720,716,67
721,967,106
722,743,108
723,759,73
724,459,107
725,971,103
726,406,92
727,384,99
728,988,107
729,563,44
730,553,50
731,370,74
732,615,85
733,950,93
734,36,18
735,133,8
736,850,85
737,434,97
738,422,71
739,794,68
740,234,71
741,300,68
742,470,72
743,625,36
744,127,83
745,327,58
746,949,74
747,781,33
748,519,27
749,3,95
750,782,101
751,265,20
752,294,20
753,697,90
754,980,53
755,159,34
756,806,26
757,547,78
758,488,96
759,256,88
760,413,53
761,44,92
762,543,108
763,952,100
764,862,86
765,942,84
766,391,55
767,858,90
768,543,73
769,519,95
770,454,82
771,642,9
772,783,78
773,140,50
774,713,63
775,531,67
776,792,42
777,880,68
778,748,38
779,251,18
780,485,92
781,850,20
782,248,6
783,591,37
784,441,78
785,718,100
786,846,100
787,997,15
788,153,35
789,325,85
790,277,84
791,124,97
792,856,78
793,323,57
794,213,74
795,152,57
796,458,69
797,265,107
798,349,64
799,455,59
800,710,82
801,715,90
802,730,49
803,457,96
804,747,97
805,909,95
806,423,47
807,55,44
808,796,12
809,931,73
810,8,53
811,306,94
812,538,17
813,381,79
814,195,14
815,397,15
816,991,88
817,853,105
818,414,75
819,458,42
820,792,29
821,902,5
822,899,99
823,520,16
824,422,96
825,205,89
826,625,26
827,245,51
828,68,22
829,209,34
830,173,81
831,999,64
832,520,26
833,604,81
834,51,28
835,714,7
836,351,36
837,517,9
838,854,85
839,955,28
840,69,13
841,282,101
842,857,63
843,520,30
844,263,96
845,846,106
846,515,55
847,620,40
848,187,5
849,940,85
850,899,55
851,178,89
852,287,44
853,113,74
854,853,52
855,200,9
856,944,28
857,614,106
858,802,51
859,689,48
860,643,63
861,720,72
862,235,5
863,542,106
864,119,27
865,630,5
866,615,68
867,363,38
868,908,62
869,984,34
870,73,40
871,224,26
872,213,72
873,705,99
874,774,73
875,295,66
876,189,13
877,126,67
878,918,7
879,408,97
880,618,38
881,962,41
882,431,16
883,696,40
884,468,27
885,71,108
886,928,45
887,601,7
888,736,102
889,487,84
890,789,58
891,992,74
892,504,39
893,815,85
894,161,72
895,33,92
896,452,48
897,301,92
898,402,108
899,916,27
900,512,30
901,799,48
902,301,84
903,460,101
904,569,71
905,62,60
906,996,58
907,630,41
908,426,74
909,723,100
910,262,83
911,567,20
912,357,53
913,851,79
914,348,94
915,955,18
916,168,16
917,51,23
918,284,19
919,505,71
920,212,97
921,492,31
922,500,29
923,66,9
924,187,95
925,943,86
926,230,30
927,518,36
928,789,20
929,698,27
930,498,103
931,276,26
932,638,56
933,698,82
934,166,46
935,71,24
936,625,94
937,166,18
938,933,31
939,512,50
940,345,68
941,969,96
942,290,58
943,970,57
944,183,94
945,848,67
946,980,96
947,744,70
948,525,38
949,114,52
950,887,38
951,155,25
952,204,55
953,282,20
954,944,11
955,112,102
956,584,45
957,392,49
958,665,100
959,948,90
960,268,107
961,284,84
962,891,50
963,320,7
964,75,83
965,133,51
966,316,35
967,988,63
968,604,7
969,127,6
970,964,94
971,684,90
972,27,27
973,495,16
974,326,12
975,661,107
976,702,60
977,35,64
978,579,103
979,912,80
980,796,92
981,139,92
982,646,59
983,27,57
984,516,35
985,636,11
986,472,97
987,300,41
988,978,105
989,195,17
990,25,60
991,555,82
992,407,107
993,213,18
994,467,49
995,795,100
996,761,27
997,683,56
998,246,95
999,635,73
1000,351,71
